0001	0.00000	0
0002	0.00000	0
0003	0.00000	0
0004	0.00000	0
0005	0.00000	0
0006	0.00000	0
0007	0.00000	0
0008	0.00000	0
0009	0.00000	0
0010	0.00000	0
0011	0.00000	0
0012	0.00000	0
0013	0.00000	0
0014	0.00000	0
0015	0.00000	0
0016	0.00000	0
0017	0.00000	1
0018	0.00000	2
0019	0.00000	3
0020	0.00000	3
0021	0.00000	3
0022	0.00000	3
0023	0.00000	3
0024	0.00000	3
0025	0.00000	3
0026	0.00000	4
0027	0.00000	4
0028	0.00000	4
0029	0.00000	4
0030	0.00000	4
0031	0.00000	4
0032	0.00000	4
0033	0.00000	4
0034	0.00000	4
0035	0.00000	4
0036	0.00000	5
0037	0.00000	5
0038	0.00000	5
0039	0.00000	5
0040	0.00000	5
0041	0.00000	5
0042	0.00000	5
0043	0.00000	5
0044	0.00000	5
0045	0.00000	5
0046	0.00000	5
0047	0.00000	5
0048	0.00000	5
0049	0.00000	5
0050	0.00000	5
0051	0.00000	5
0052	0.00000	6
0053	0.00000	6
0054	0.00000	6
0055	0.00000	6
0056	0.00000	6
0057	0.00000	7
0058	0.00000	7
0059	0.00000	7
0060	0.00000	7
0061	0.00000	7
0062	0.00000	7
0063	0.00000	7
0064	0.00000	8
0065	0.00000	8
0066	0.00000	8
0067	0.00000	8
0068	0.00000	8
0069	0.00000	8
0070	0.00000	9
0071	0.00000	9
0072	0.00000	10
0073	0.00000	10
0074	0.00000	11
0075	0.00000	11
0076	0.00000	11
0077	0.00000	11
0078	0.00000	11
0079	0.00000	11
0080	0.00000	11
0081	0.00000	11
0082	0.00000	11
0083	0.00000	11
0084	0.00000	11
0085	0.00000	12
0086	0.00000	12
0087	0.00000	12
0088	0.00000	12
0089	0.00000	12
0090	0.00000	12
0091	0.00000	12
0092	0.00000	12
0093	0.00000	12
0094	0.00000	12
0095	0.00000	12
0096	0.00000	12
0097	0.00000	12
0098	0.00000	12
0099	0.00000	12
0100	0.00000	12
0101	0.00000	12
0102	0.51459	12
0103	0.51629	12
0104	0.51989	12
0105	0.38245	12
0106	0.39269	13
0107	0.36803	13
0108	0.50551	13
0109	0.33877	13
0110	0.46822	13
0111	0.39574	13
0112	0.36780	13
0113	0.38104	13
0114	0.31408	13
0115	0.45289	14
0116	0.40075	14
0117	0.30820	14
0118	0.42456	14
0119	0.41430	14
0120	0.40609	15
0121	0.32146	15
0122	0.44762	15
0123	0.37582	15
0124	0.34811	15
0125	0.38312	15
0126	0.35050	15
0127	0.38117	15
0128	0.46987	16
0129	0.44174	16
0130	0.43792	16
0131	0.29999	16
0132	0.43650	16
0133	0.46469	17
0134	0.36177	17
0135	0.41506	18
0136	0.41474	18
0137	0.45006	18
0138	0.32059	18
0139	0.42909	18
0140	0.47870	18
0141	0.53777	18
0142	0.45175	18
0143	0.45112	18
0144	0.46925	18
0145	0.38567	19
0146	0.33435	19
0147	0.48262	19
0148	0.33057	19
0149	0.44435	19
0150	0.43446	19
0151	0.31030	19
0152	0.32966	19
0153	0.33033	19
0154	0.34348	20
0155	0.34110	20
0156	0.36722	21
0157	0.46793	21
0158	0.40730	21
0159	0.41639	21
0160	0.35125	21
0161	0.37608	21
0162	0.26810	21
0163	0.42890	21
0164	0.34808	22
0165	0.38274	22
0166	0.42151	22
0167	0.44206	22
0168	0.34976	22
0169	0.43335	22
0170	0.47163	22
0171	0.36073	22
0172	0.33635	22
0173	0.35729	22
0174	0.43174	22
0175	0.39444	22
0176	0.36507	23
0177	0.38841	23
0178	0.34397	23
0179	0.31342	23
0180	0.43207	23
0181	0.33964	23
0182	0.30446	23
0183	0.31009	24
0184	0.32541	24
0185	0.33696	24
0186	0.29346	24
0187	0.42048	24
0188	0.33446	25
0189	0.35316	25
0190	0.30705	25
0191	0.29089	25
0192	0.37140	25
0193	0.37051	25
0194	0.22777	26
0195	0.35301	26
0196	0.38515	26
0197	0.18456	26
0198	0.29031	26
0199	0.24736	26
0200	0.31886	27
0201	0.26098	27
0202	0.41899	27
0203	0.37179	27
0204	0.28785	27
0205	0.31188	27
0206	0.27609	27
0207	0.31685	27
0208	0.41068	27
0209	0.23629	27
0210	0.24714	27
0211	0.29425	27
0212	0.30431	27
0213	0.24346	27
0214	0.31514	27
0215	0.35135	27
0216	0.29152	27
0217	0.34476	27
0218	0.42023	27
0219	0.33262	28
0220	0.35971	28
0221	0.30585	28
0222	0.32641	28
0223	0.24792	28
0224	0.31368	28
0225	0.32051	28
0226	0.33090	28
0227	0.38783	28
0228	0.24220	28
0229	0.18893	29
0230	0.32646	29
0231	0.23411	29
0232	0.25116	30
0233	0.32465	31
0234	0.30994	32
0235	0.18831	32
0236	0.23996	32
0237	0.33477	32
0238	0.30916	33
0239	0.23944	33
0240	0.26553	33
0241	0.18757	33
0242	0.29093	33
0243	0.25041	33
0244	0.33369	34
0245	0.22117	34
0246	0.31245	35
0247	0.26701	36
0248	0.26062	36
0249	0.21870	37
0250	0.30144	37
0251	0.32860	37
0252	0.32219	37
0253	0.31359	37
0254	0.19682	37
0255	0.29392	37
0256	0.25034	37
0257	0.27183	37
0258	0.22716	37
0259	0.24076	38
0260	0.20772	38
0261	0.19365	38
0262	0.24697	38
0263	0.24519	39
0264	0.17357	39
0265	0.22973	39
0266	0.25438	39
0267	0.28028	39
0268	0.21852	39
0269	0.17401	40
0270	0.25414	41
0271	0.18601	41
0272	0.30201	42
0273	0.28062	43
0274	0.22414	43
0275	0.28642	43
0276	0.26758	43
0277	0.24434	43
0278	0.16947	43
0279	0.15753	43
0280	0.25892	43
0281	0.18831	43
0282	0.20899	43
0283	0.17987	43
0284	0.12995	43
0285	0.22875	43
0286	0.20311	43
0287	0.34970	43
0288	0.17982	43
0289	0.17992	43
0290	0.18968	43
0291	0.17678	44
0292	0.22811	45
0293	0.24461	46
0294	0.18207	46
0295	0.18164	47
0296	0.22634	48
0297	0.21896	48
0298	0.21017	48
0299	0.21603	49
0300	0.26546	50
0301	0.24430	50
0302	0.15794	50
0303	0.21449	50
0304	0.18059	50
0305	0.20667	50
0306	0.21960	51
0307	0.21636	51
0308	0.19985	51
0309	0.22406	52
0310	0.21030	52
0311	0.17863	52
0312	0.19416	52
0313	0.23265	52
0314	0.18077	53
0315	0.23299	53
0316	0.14982	53
0317	0.18893	53
0318	0.18725	54
0319	0.24558	54
0320	0.14950	54
0321	0.15784	55
0322	0.24609	55
0323	0.17489	56
0324	0.20353	56
0325	0.13718	57
0326	0.23857	57
0327	0.18830	57
0328	0.26242	57
0329	0.22618	58
0330	0.21406	59
